id,term,count
74028484,Data,96
d0a1612b,Arrive,15
6c52181a,Store,58
ea7a4525,Spend,97
d337a550,Training,49
929d32e2,Entire,97
da3fec24,Suggest,11
80ee4a8a,Cost,17
bd2fc928,Set,87
f12c9b02,Your,35
638935ee,Science,95
3bd67861,Agent,33
df2eff41,Want,88
90da61ba,Right,79
17938525,Present,42
1cc4b1a6,So,24
894af457,His,88
93841b4c,Vote,72
9485622f,Push,5
f501e011,Out,45
246e82c3,Include,79
3882083d,About,37
93672faf,Think,15
809e2484,Environmental,79
c8ee73a7,What,97
e5c0a338,Bag,3
c7a6604e,He,15
8dae67a4,Stock,8
81e83cd4,Audience,69
5f80e286,Its,16
c785ab4b,Nation,39
5ea11095,Want,39
301da5d4,Direction,69
ab92587e,Line,53
6b4abbf4,Response,91
252181d2,Radio,6
3bb1c2f1,Big,10
6eafde2c,Yet,19
4d5de8f8,Air,34
f6c8c886,Hospital,62
4c0b98de,Issue,33
1781a2eb,Leader,28
a9015e35,Medical,39
ff927902,Music,30
645ff902,Care,91
329d883b,Five,56
b5535d44,Community,87
d96e526d,Would,22
232b5b6e,Bar,51
8e030c0a,Together,46
9d343d37,Itself,41
aa6c21ab,Window,19
e13e2798,Ahead,4
76b183ec,Move,87
5db0ab2c,And,89
4cc16808,Visit,2
c209d78f,Whom,50
2d12b026,Out,98
98794508,Analysis,6
d0205ab6,Anyone,96
bcc72e2c,Prevent,84
81c63e50,Other,97
612bdf1d,Population,79
e9fa4c49,Trial,18
da39592b,One,63
04f7bbc7,Paper,59
607d78c7,Everything,84
995ad113,Movement,52
4d276f0b,Product,52
2ec7af74,Clearly,27
dbee8aee,I,100
ea2e2fe2,Respond,68
fe13c7ca,Single,99
507d9e2e,Single,48
45f950ad,Point,24
42df44fc,Account,98
6909d47d,Always,1
c0a89421,Matter,27
1b58f8b0,Before,8
b3f4e7d9,Also,11
d7ab6135,Difficult,10
36ffc9b8,Girl,22
73c2c85f,Exactly,85
91ea29d2,Unit,90
bbf3f5a4,Party,60
fa57ec15,Else,59
51dd6318,Their,71
53aadb1a,Activity,52
ab765996,Better,96
3eafb6b2,Board,76
964df8a7,Adult,32
25b45cfb,Eye,91
6e3d0b45,Health,76
5a27736a,Piece,80
f0eafa0e,Now,98
a2154e3d,Physical,5
e851a785,Heavy,82
21616bfc,Herself,70
260f1104,Make,76
4e527770,Ball,43
fb44f87d,Especially,80
0f706f63,Much,55
d415d89a,War,45
825e02a0,Treat,94
5e0430ff,Show,86
c5aacc27,Red,19
9a75ead9,Stuff,95
9ad053cb,Financial,93
93be0df5,Site,19
2ee61458,Professor,31
e2701d10,Until,63
825b60d1,Eye,13
e03557f1,Our,1
e0b48e2b,Morning,72
20f23040,Make,16
8c158fa1,Value,35
0aa775cf,Culture,31
9e38590a,Environment,52
628c8a70,Air,49
87d3ef0c,Put,8
595a5a9a,Common,27
b0c28c90,Explain,70
f3152119,Heart,84
5fa96008,Although,65
fb587523,All,12
7d9078d1,Set,45
a4d63a2f,Trade,32
edb387f7,Black,53
18bdab4f,Represent,85
0364d3d4,Woman,22
5c1a16ec,Long,3
7494ff70,Sport,12
2e605255,Wife,1
4e931852,Civil,22
6b964959,Republican,2
770763c7,Beat,10
3407d211,Authority,63
0d5c9913,Enough,58
860ca744,Talk,84
1a4bcfc6,Important,44
0bd59f1d,Card,67
15b21a95,Article,25
3e622ee3,Environment,47
98671de2,Authority,68
a40835ec,Peace,90
9aa30ab3,Beautiful,18
385428d3,Born,33
cfc2153a,Behind,3
949d306d,Number,31
616aae4e,Pattern,51
0e1f7df8,Laugh,96
da8a20b7,Lay,81
3a7bc139,Trouble,79
7112f33d,Bring,26
9fb822ea,Imagine,58
5306dfaf,Set,67
7277c5a2,Blue,6
15715b5c,Reduce,60
52d17927,Training,71
be244c97,See,39
1f9cca7c,Cold,61
e983755a,Hot,70
2ad88efc,Sense,40
1d7532cf,Officer,87
0c9ad1e7,Government,11
ce22f30d,Lead,29
bb5a80e8,Design,82
37c27ba1,Up,57
d15a40f7,Shoulder,24
f6e893ae,Ready,67
1f9b1fd0,Congress,49
43a42770,Food,92
f635f222,Training,85
f6876a45,Cultural,92
8b1e15c0,Suggest,54
494ebcfe,Opportunity,56
5a3a44ae,His,70
2acbe554,Media,29
03071008,Conference,16
b979851f,Identify,24
06108e44,Side,2
59e30030,Represent,13
0e608e9c,May,91
9338b542,Set,51
529b4111,Very,85
e940aebd,Travel,16
523641fe,Leg,76
a8938acd,Daughter,70
c635ab47,Sea,6
c81ee4b4,Between,25
db38ce63,Everything,11
91ff62a1,Country,42
4f216635,Ground,61
303316ce,Serve,31
97af7ddc,Gas,20
ed2aabe4,Consumer,47
f2598943,Pull,10
4e1624c8,Nor,31
346db279,Because,98
286035ad,Young,42
e1c8caac,Increase,68
daff6306,Movement,81
89bfca1e,Himself,81
5aedf3e3,Offer,66
a55e8634,Skin,58
6c95a475,Myself,45
e2ae11df,Practice,73
da5e94e0,Wide,46
13a9d847,Window,65
5dfa6ada,Go,23
4a3afdc9,Ready,35
0acfe69b,At,55
ff079bbc,Reach,78
557992d6,Evening,15
8da4d90c,Say,100
704f32b3,Still,11
3bb6d0e2,Draw,99
31cf9809,Report,43
e020fb4a,Nor,24
abe37be7,Occur,97
dfe48e56,Now,43
3a9e1dae,Around,66
52bc08fe,Keep,34
d81fa7ea,Kitchen,83
d433b7fc,Though,65
474321f7,Computer,91
1ef1061d,Himself,98
d6230d62,Develop,26
d2454fb2,Set,98
b2ffd498,Kitchen,37
7c6df6bd,Help,18
a548316c,Well,37
957ad784,Sport,27
f5379193,Plan,75
6cd59f77,Total,7
fcc78258,But,29
bec36da5,Guy,23
b7fcb7e7,Might,66
6630845b,Actually,66
74427289,Something,1
aef86026,Series,43
ecc60068,Animal,31
1a2dcfa5,War,44
8d43c432,Treat,79
608bef7c,Skin,21
e7eb0f1c,According,62
85a55cb4,Hospital,38
c0bfb036,Show,31
21301924,Affect,79
907ed88f,Notice,67
3f4b18e9,Record,20
0a95ef96,Power,92
097f4d5a,Change,30
0be8a473,Available,6
279e24a2,Meet,22
3a797340,Above,91
2a72838c,Major,39
eb99a226,Process,82
57ce19d5,Each,84
00345f84,Option,29
d95b383f,Total,63
83a09c61,Into,46
973c45f6,Firm,78
3a29cb59,Ask,82
bcab43f6,Then,87
d5dbf747,So,62
9f494eab,Own,71
24ba5dcc,Once,98
37cfeada,Forget,64
7250b480,Gas,71
2f254d9e,Car,3
a7a89fe2,Law,78
9dc877e1,Whole,48
50f8d7dd,Four,48
6d0b9f99,Plan,95
b85e2ade,Police,7
b0db9f13,Thousand,84
cdee30e7,Build,91
a40c509f,Field,55
72c11c5a,Just,72
196a1b19,Bar,73
f01c4a53,So,21
a9f040e7,Economy,75
828c7fb2,Win,2
02485532,Paper,13
fbaf555b,West,51
76878001,Close,93
064de32e,Several,39
3251a44f,Tend,81
1c85ca15,Recent,60
2823ee75,Amount,22
cdba4812,Wonder,76
eb18acf5,Letter,51
62ac84ee,Nation,69
71b5b2f5,As,57
fbe28c2f,Full,15
b6e85067,Science,24
8240df8b,Great,50
a542a633,Decade,82
bfa5d96d,Once,91
148807c6,Material,38
a664cff4,Nor,92
0e934a01,Sing,100
23ae9e5b,Do,52
801202a9,Economy,95
fdc0bac8,Resource,51
f9645dde,In,44
a4765157,Will,47
4c74283d,Determine,43
d22d9bbc,Focus,33
84d073da,East,62
5e50c72f,Most,63
99227a55,Term,39
58563c88,Throw,77
f883f10a,Add,42
41f012c7,Enter,27
6984893c,Often,79
fda83b64,Base,87
b58a1574,Already,76
6fbeaeb2,Thank,95
6ab4f4f8,Capital,76
69fc3a29,Admit,49
481af44a,Position,3
f0340277,Control,52
0f693503,Property,87
3ab4c519,Expert,39
5ae79c5c,Base,21
7db4665f,Cost,46
53486870,Up,73
fe5d53ee,Fast,69
02e0fd15,Represent,88
5238b8a0,Focus,100
1aa8f55c,Least,44
c557b46f,Him,58
860789f4,Term,85
17db5949,Major,6
fb3b5361,Product,22
19849960,Meeting,39
8e059a49,Sport,31
31c4605d,Contain,44
ff6061d9,Program,41
26c6c64c,Set,65
3be4e2d0,Rather,22
a79cae7f,Environmental,86
3b2a1848,Wide,53
c01dc970,Together,58
ddeab80d,Available,83
b36f5158,Civil,66
4c6f0ce9,Almost,76
7ffed248,Position,1
b95f6602,Cut,57
5d433e63,Close,4
113de1de,Discuss,35
173e1489,Sea,14
b729d299,Successful,7
8de185ea,Watch,6
7d5d9e3f,Save,86
3f0a20bb,Also,30
894e8dfd,Majority,66
e6597ac6,Relationship,13
f66373bd,Between,3
483ac299,Hospital,39
48858cab,Game,98
0fbe2991,Significant,23
c822ba02,Crime,82
5152454c,Activity,68
f74ee29b,Support,20
213fd420,Beautiful,13
9115c33c,Medical,32
fec7c159,Station,33
c55cd250,That,70
7d48b1b0,Institution,16
460b3b49,True,71
59e69b11,Yard,8
10f0e052,Memory,83
3f94141f,Last,2
5bb46240,Knowledge,15
1d6d333b,Explain,19
061ec28a,Him,33
84a07774,Foot,47
cf739502,Ready,46
088d1c79,All,2
dcf58362,Without,36
84bcd046,Group,33
15f23dac,Think,65
e7958514,Thing,11
28dcfac5,Build,89
86e156a9,Itself,47
53fe263f,Where,58
42e4689f,Exist,74
4dddc075,Throughout,68
c2e2c468,Race,43
5208286a,Explain,55
c458542d,Good,31
25ce1d45,Camera,67
a144dd7e,Protect,79
73b52993,Mr,64
8fad84ad,Administration,34
1923681d,Play,51
6006ce68,Relate,99
155ca329,More,44
33277b6e,Could,93
145f476d,Letter,20
45a4dae3,Meet,76
906f3225,Business,6
c9dd60a4,Politics,62
b2b8cade,Draw,49
d9502aa6,Moment,69
c645c6b6,Investment,94
cffd81e5,More,17
b83321d7,Fall,64
80ad1382,Arrive,97
ef22ed23,Manager,26
70d6dcde,Keep,94
0b9fdce2,Exist,27
bc4a91b6,Why,60
e66f509f,Operation,76
3ac3fbc2,Use,91
dde9184b,Study,77
8cf783aa,My,21
cb29e654,Trade,28
c1d23cb6,Investment,60
11549053,Bag,66
364b635a,Before,85
b7ed3538,Couple,45
e0f582da,Visit,2
d4a86f2a,Impact,100
d7544e0f,Station,97
5c3ffc41,Poor,16
f5db1b27,Parent,91
55c7e3a0,Animal,84
3e151d3e,Under,54
1f638da9,Heavy,78
32659f98,Less,43
a59c9108,Man,28
5ca214f3,Entire,57
8cffffbb,Film,37
1ac1c6e3,Sport,82
19d60a2a,Watch,23
cab04a17,Plan,38
88ddc381,Arm,43
2c7513f0,Responsibility,20
56bd96c8,State,69
ae940bc9,Beautiful,44
50cf5a0f,Create,20
f235c539,Civil,90
880135a6,Economic,51
de9f87ac,Avoid,57
b8bed926,Big,33
d92d376d,Appear,10
be1b1ce9,Outside,91
80c66a23,Opportunity,12
0fb26fdb,Treat,15
efbf36e4,Many,64
b7a4c781,Turn,77
aea1afbd,Trial,85
77b94e5c,Her,58
93a4ba43,What,22
58b8675e,Without,59
7fb8db7f,Nearly,95
d97d92c7,Dinner,16
01b87795,Believe,33
52207078,Difficult,33
7530a28f,Black,43
3b2f7e08,Adult,40
2feeae86,Pull,15
198fa780,Capital,19
76d95ce8,Record,33
1d7225ce,What,77
1fa99d51,Now,53
a1466f2f,Own,91
a11b80ef,Exactly,44
ca423689,Follow,7
9cdcf8bb,Strong,69
3c72f1ea,Significant,25
b1a5a392,Fund,86
713a0c5c,Least,98
71d59a1e,Manage,85
7f3bf174,Market,74
edb9f6b7,Discuss,85
0835974a,Hotel,88
575fbdfd,Cultural,64
7d1ac32a,Various,36
da29614d,Operation,45
16b34b41,Respond,100
d3a01520,Available,76
b530a62f,Citizen,92
1d43832e,Exactly,47
196a9e0a,Single,70
de3b246a,Learn,89
2adbec39,Sing,1
ea2f7fe1,Decision,38
3588f2da,Key,71
5b18c9af,Soldier,67
b2f70295,Apply,12
73710df0,Continue,36
f0b3e9a8,Indeed,29
20ff9d5a,Speak,45
d32ae564,Century,61
3174461a,Lay,89
795110d8,Thank,92
55c70741,Different,100
7fa78e99,Nice,24
5ff05750,Benefit,87
003b26c9,Police,77
50791762,Almost,89
639f4f37,Than,36
d2ed35d8,Deal,24
8ff7f856,None,86
ef1b1ef3,Degree,68
50a3aa03,By,56
44043e0e,Public,49
fa412fd8,Weight,85
16c96148,Church,72
29322461,Number,89
9ac199af,Court,2
e13bfbe8,Few,25
b22b4b5e,Down,27
7a58b8d3,Leader,93
855fb711,People,87
41fd652a,Floor,95
ff43f9ed,Data,63
964b4b67,Quickly,50
1ef9d3de,Two,7
8a3fd72b,North,89
41dbbc79,Senior,24
ae60a531,My,30
a05e4346,Usually,17
5a880cd5,Thank,35
bd7cb64e,Ready,77
2fdf4116,Into,58
e36dcb68,Few,55
9b101f14,None,37
5d1b60d2,Whether,48
ec6b0a8f,Season,59
87c3dc29,Animal,9
ccc3d56a,Research,66
26b13233,Several,79
0b311cfb,Usually,69
0ba1465c,Hotel,17
75080c8e,Tree,100
57075797,Try,6
b38b6506,A,35
e8673d6d,Other,49
7077eb67,Population,80
9c39d720,Tree,98
f794ce34,Person,41
3c0a17ac,Pull,97
a7919f78,Start,51
9a910458,Place,66
b0876165,By,19
f28aa093,Involve,47
bc407157,Our,26
c77f205b,Gas,67
3c98c4f1,Be,21
7590edef,Financial,12
f3c5198e,Break,49
901704dc,Trial,43
b6b02197,Area,14
7f836b5d,Follow,19
ea50f523,Every,71
ace7369d,Suggest,92
e7e2462e,Only,100
6ae99497,Course,47
fffc50d3,Camera,83
1a462ecb,Assume,71
7c287fcd,Position,91
61f29ffd,Quite,56
1819f6f4,Challenge,88
d7bfc738,Item,41
483bd56b,After,42
0ff33828,President,90
f54e90f5,Research,70
f0dff3cb,Sit,54
d3484604,Deal,20
82045626,Response,55
03a54b11,Car,50
4e340f41,List,20
021a8c42,Into,29
f8896a89,Center,86
e5ffb67d,Tv,99
63dec134,Stay,92
e554c1cd,Why,58
ff712dd2,Water,30
9d443d60,Person,19
2b43b30f,Effort,8
da947e53,Light,52
d8ead120,Floor,28
da89bb2e,Order,57
7bd4d0a5,Beat,98
89fe6c82,Mr,58
8dd479b1,Might,30
5420bea1,Walk,49
5c18c07b,Trouble,37
2d343874,Economic,63
8e775630,Consider,9
c2ed534c,Chair,44
5dd33dfa,Range,34
f5256c93,Professor,71
6dc7ec92,Option,16
9b8a28fd,Ability,52
0c528785,Affect,3
e933fa23,Part,55
1c90bd57,Thought,59
a576f50d,Just,94
565e1383,Civil,75
3ae1a5fa,Deep,99
d63b80cf,Already,68
57a81c2a,Treatment,86
ab3a25c3,Four,75
5f98e951,Yeah,63
d6284fb9,Paper,33
9f11295c,Top,16
e4819091,Test,4
215c2006,Police,86
83146da6,Street,18
545fe8ea,Republican,75
a44368db,Concern,74
ce674f88,Try,10
79207bfb,Goal,26
542d2fa0,Increase,42
7ddee7b2,Child,69
8acf0db8,Later,77
dda34e1c,Reduce,48
fac6a2c2,Take,97
1adb5536,Politics,37
989b6b4a,Image,13
102f2ec2,Middle,18
c734e76e,Old,48
cce4c0c6,Each,90
f17b0de4,Case,17
239c37c0,International,93
14072cd3,Visit,6
c5610aee,Animal,42
b03c96a0,Water,65
cdc820d1,Stock,4
90ca2a83,Project,3
29883c32,Hour,10
428de5c8,Treatment,27
40df8bd7,Song,8
180dcdf2,President,7
66a91e20,Travel,87
ecf66152,Person,25
2ab586b7,Road,12
b19641d0,Second,61
ecaea4e0,Want,53
9faa5e32,Garden,71
ac136f40,Cultural,92
3f5860b4,Forget,22
ef162da4,Hope,84
fc34761f,Cultural,54
6b9cb584,Hair,24
13d44cfd,Help,31
1090c99b,Fill,31
2a9f076e,From,88
5d0b5c24,Day,98
3cf5d5dc,Both,96
104abe53,Much,53
35b0e846,Hospital,15
0c1b9035,Because,20
79bb0dc3,Blood,1
8bc524a9,Spring,67
2a81f326,Imagine,64
42d927f3,Case,18
3cc15a0e,Prevent,79
5f38093a,Very,93
72364850,Make,70
3044027e,Trial,98
aba846fc,And,57
b65f9bb9,Beyond,90
7af36356,Stock,99
eed2b1ea,When,57
e66b042b,Behind,17
d35b152f,Organization,46
2335aee1,Design,83
ed8aead1,Student,50
3492bd08,Building,9
ac06e641,For,50
86df2e27,As,36
5ac33661,Over,29
9db6e468,Federal,2
0975f72d,Century,9
5c30af9f,Shoulder,64
0805c709,Operation,52
0301329e,Parent,99
5cae8c2f,History,1
09906992,Difference,78
e75547b8,Majority,42
d46aadfb,Even,7
ec1e0223,International,70
8e0f7931,Now,68
2e8be1d1,Race,13
ad2700d5,Political,45
b6ec21ca,Agree,80
afa1132f,Always,67
ff87a09d,Fall,80
92778441,Entire,26
dd3de787,Myself,73
9d336e5b,Drive,10
6296c8bb,Different,74
fa477968,Everybody,84
683a118f,Yard,83
8a546e99,A,50
6fc0b2a9,Left,81
512bf1bb,Sure,4
a3d31200,Provide,95
263aa479,Expert,50
4d7c31d5,Little,58
32d7f68c,Single,38
df97d146,Federal,98
c4472196,Population,18
7a26b4a2,Seek,67
ce0de83e,Something,46
4f48221b,Someone,3
2fe20014,Current,48
6c47adff,Moment,10
d1b4f1f5,President,3
ddcd15fe,Example,18
c2562c4f,Risk,100
2be0413c,Small,43
6757490d,Get,86
56be85f5,Study,40
5fde64b7,Between,21
5abaf73b,Pretty,69
f4209c34,Property,32
05e4c24a,Budget,54
0b407bbf,Then,2
8c13a172,Guy,83
d184cfa7,Side,1
03c7dd0a,Offer,88
d242dab2,Democrat,79
78e60817,Thought,62
0d52321f,Agreement,31
37dbd520,Mother,65
f8ec4418,Plan,90
fafca8d4,Exist,76
366c2204,Adult,78
36b502cc,Grow,62
c4422008,Voice,30
2383d75d,Type,34
3fdf7583,Travel,39
26afa988,Step,44
4fdda83f,Civil,13
103b2c52,Thus,9
8970b444,Assume,89
1c27d17e,Again,4
35762635,Cold,9
e0d97d83,Few,71
b3fe2d84,Wide,32
0664777d,School,98
5e45fa2d,Way,17
bc03dbc7,Skin,60
38af4da6,Drive,58
25bd45f8,Single,50
2f27ed21,Cell,54
7431ce16,Believe,45
140942da,Tell,91
260b1c72,Perform,56
2573cde7,Rule,35
81b52f36,Three,91
fcb3b360,You,16
31e4334e,Billion,75
cf3ed7ac,Short,79
1b73998d,Same,7
15c5ec81,Cause,45
325b0aa8,Stand,82
014ad3aa,Rise,16
1c9b131e,Level,97
a1c266be,Face,81
356ea999,Information,77
a46e08d9,Three,78
bab0a862,According,13
8015c9dd,Appear,39
23e74919,Piece,32
ea191d4a,Structure,10
5832c87c,Why,38
49a8ae38,Identify,43
90233d9f,Early,99
e3c708cc,Itself,9
cb7a5f79,However,97
8dbe4da5,Thought,57
35b3d025,Company,90
96f80a28,Manager,28
8967d398,Activity,93
0270ef85,Assume,64
aba606ee,Call,85
e5f1db5f,Technology,61
f0e35b8b,Image,33
30912b4b,Husband,12
3c027a4f,Data,55
b7043063,Moment,51
dfb4605e,Identify,39
aef4bb9a,Society,61
bc1205f4,Common,82
3daa2489,Leader,84
e9285835,Single,21
c31ca2a5,Care,96
e6e81211,Keep,53
3e576cb0,Sport,3
1c76d1c6,Yourself,24
8b5064ed,Someone,15
4dacbbe8,Both,95
633aa25c,Business,28
d25f19cb,Piece,84
6e9f31ea,Purpose,63
de92f8f3,Never,91
75d1bb36,Must,92
3d907b30,Also,43
c0490bc5,Impact,21
f5d298d5,Safe,40
ba26c0c1,Travel,100
5ccb3bea,North,73
f562a7b8,Stock,69
af66c88b,So,16
b4b85a36,Blood,100
1051c35e,Be,3
ab14b5e3,Stand,95
f1c73774,Trouble,43
059f27d0,Teacher,57
cb66b8e3,Team,23
23484eef,Mind,7
e41de282,Market,21
fd4b2fc7,Focus,76
f814314c,See,48
7e2c809b,Value,85
ad81ff27,Structure,57
f5dc12b6,Professional,23
076b4fa7,Individual,8
c82a10ab,Office,47
c2cff083,Early,6
